RegressionType	ModelFamily	ModelSize	ModelSeed	ModelStep	Rsquared	Rsquared_val
UnmatchedNgram_WCDCC	pythia	6_9b	seed1234	32	0.7987635445002383	0.7974201438935051
UnmatchedNgram_UCDWiki	pythia	6_9b	seed1234	32	0.7989277055034933	0.7974261274443251
UnmatchedNgram_WCDWiki	pythia	6_9b	seed1234	32	0.7991793931803934	0.7977523696829651
MatchedNgram_UCDCC	pythia	6_9b	seed1234	32	0.8132127064650403	0.8121878867476345
MatchedNgram_WCDCC	pythia	6_9b	seed1234	32	0.8123117168582952	0.8112501631375209
MatchedNgram_UCDWiki	pythia	6_9b	seed1234	32	0.8115093497437222	0.8104990762433455
MatchedNgram_WCDWiki	pythia	6_9b	seed1234	32	0.8118278792449514	0.8108337734813025
UnmatchedNgram_UCDCC	pythia	410m	seed7	1000	0.722176581051674	0.7246943810824455
UnmatchedNgram_WCDCC	pythia	410m	seed7	1000	0.7238404068755655	0.7264262694874543
UnmatchedNgram_UCDWiki	pythia	410m	seed7	1000	0.7283804039606969	0.7305655818701602
UnmatchedNgram_WCDWiki	pythia	410m	seed7	1000	0.7298630255472404	0.7324031822833994
MatchedNgram_UCDCC	pythia	410m	seed7	1000	0.7215245678647833	0.723913006781731
MatchedNgram_WCDCC	pythia	410m	seed7	1000	0.7237773946876259	0.7262905289153192
MatchedNgram_UCDWiki	pythia	410m	seed7	1000	0.726174229843078	0.7285538602178692
MatchedNgram_WCDWiki	pythia	410m	seed7	1000	0.7288233291374576	0.7313566314154796
UnmatchedNgram_UCDCC	pythia	31m	seed4	143000	0.6665173873815476	0.6696362461541905
UnmatchedNgram_WCDCC	pythia	31m	seed4	143000	0.6672125959056442	0.6706490204526165
UnmatchedNgram_UCDWiki	pythia	31m	seed4	143000	0.6777393545390223	0.680619685022595
UnmatchedNgram_WCDWiki	pythia	31m	seed4	143000	0.6774579602298156	0.6810235754992198
MatchedNgram_UCDCC	pythia	31m	seed4	143000	0.6692029581742889	0.6724481756086156
MatchedNgram_WCDCC	pythia	31m	seed4	143000	0.6704256856768591	0.6740351994438125
MatchedNgram_UCDWiki	pythia	31m	seed4	143000	0.6785987662766174	0.6818889756152624
MatchedNgram_WCDWiki	pythia	31m	seed4	143000	0.6797418390119871	0.6834224156952299
UnmatchedNgram_UCDCC	pythia	6_9b	seed1234	64	0.8189770306308293	0.8184927570252123
UnmatchedNgram_WCDCC	pythia	6_9b	seed1234	64	0.8186042229014429	0.8179489415838669
UnmatchedNgram_UCDWiki	pythia	6_9b	seed1234	64	0.8156688042887947	0.8149849686366716
UnmatchedNgram_WCDWiki	pythia	6_9b	seed1234	64	0.8169679573295501	0.8164082360636212
MatchedNgram_UCDCC	pythia	6_9b	seed1234	64	0.83189132873007	0.8315274162892574
MatchedNgram_WCDCC	pythia	6_9b	seed1234	64	0.8319462455719567	0.8314058168524695
MatchedNgram_UCDWiki	pythia	6_9b	seed1234	64	0.8275970708035842	0.8272918022170845
MatchedNgram_WCDWiki	pythia	6_9b	seed1234	64	0.8290402642517226	0.8287847123958139
UnmatchedNgram_UCDCC	pythia	14m	seed7	16000	0.6681940237244426	0.6700414083408495
UnmatchedNgram_WCDCC	pythia	14m	seed7	16000	0.6693268837136986	0.6713227073170882
UnmatchedNgram_UCDWiki	pythia	14m	seed7	16000	0.6787200440592496	0.6811112000967807
UnmatchedNgram_WCDWiki	pythia	14m	seed7	16000	0.6796457670200626	0.6821545609566204
MatchedNgram_UCDCC	pythia	14m	seed7	16000	0.6643066446226387	0.664530663164597
MatchedNgram_WCDCC	pythia	14m	seed7	16000	0.6659677902035466	0.6664211015429351
MatchedNgram_UCDWiki	pythia	14m	seed7	16000	0.6728784295643511	0.6739199445503012
MatchedNgram_WCDWiki	pythia	14m	seed7	16000	0.6751154546165845	0.6761133896664702
UnmatchedNgram_UCDCC	pythia	160m	seed3	256	0.8635807856463527	0.8627247737952283
UnmatchedNgram_WCDCC	pythia	160m	seed3	256	0.8653631547844944	0.8646037514920224
UnmatchedNgram_UCDWiki	pythia	160m	seed3	256	0.8616362007754903	0.8608194464713401
UnmatchedNgram_WCDWiki	pythia	160m	seed3	256	0.8627168997410001	0.8619089211236768
MatchedNgram_UCDCC	pythia	160m	seed3	256	0.8748542460921613	0.874489215429491
MatchedNgram_WCDCC	pythia	160m	seed3	256	0.8769710555223009	0.8766929822924784
MatchedNgram_UCDWiki	pythia	160m	seed3	256	0.8725944533075336	0.8723803325341184
MatchedNgram_WCDWiki	pythia	160m	seed3	256	0.8737731852003825	0.8735221153917213
UnmatchedNgram_UCDCC	pythia	410m	seed3	1000	0.7326691851075842	0.7334737684891965
UnmatchedNgram_WCDCC	pythia	410m	seed3	1000	0.735327693835965	0.7361202523793448
UnmatchedNgram_UCDWiki	pythia	410m	seed3	1000	0.7387874494461464	0.7399179097059072
UnmatchedNgram_WCDWiki	pythia	410m	seed3	1000	0.7413531677979219	0.7425961498655148
MatchedNgram_UCDCC	pythia	410m	seed3	1000	0.7229858795555604	0.7239715425889073
MatchedNgram_WCDCC	pythia	410m	seed3	1000	0.7263737193171083	0.7273913205446219
MatchedNgram_UCDWiki	pythia	410m	seed3	1000	0.7267626399262481	0.7283604358276028
MatchedNgram_WCDWiki	pythia	410m	seed3	1000	0.730582752128828	0.7320880796598995
UnmatchedNgram_UCDCC	pythia	31m	seed5	4000	0.6888976800444089	0.6916891900503126
UnmatchedNgram_WCDCC	pythia	31m	seed5	4000	0.6897519324834239	0.6928054678935716
UnmatchedNgram_UCDWiki	pythia	31m	seed5	4000	0.7002144510377968	0.7026296504083474
UnmatchedNgram_WCDWiki	pythia	31m	seed5	4000	0.6999040257979318	0.7028316748029154
MatchedNgram_UCDCC	pythia	31m	seed5	4000	0.6864228937801294	0.6892535233848869
MatchedNgram_WCDCC	pythia	31m	seed5	4000	0.6878730575261419	0.691019784164608
MatchedNgram_UCDWiki	pythia	31m	seed5	4000	0.6958595525808234	0.6986094350242946
MatchedNgram_WCDWiki	pythia	31m	seed5	4000	0.6970472810044612	0.7000336526316218
UnmatchedNgram_UCDCC	pythia	31m	seed6	32000	0.6679141282790229	0.6676427174434374
UnmatchedNgram_WCDCC	pythia	31m	seed6	32000	0.66850087142321	0.6684998560609207
UnmatchedNgram_UCDWiki	pythia	31m	seed6	32000	0.6782730736932194	0.6775645108857975
UnmatchedNgram_WCDWiki	pythia	31m	seed6	32000	0.6780156024926043	0.6780974810245891
MatchedNgram_UCDCC	pythia	31m	seed6	32000	0.667534725745174	0.6687776925375679
MatchedNgram_WCDCC	pythia	31m	seed6	32000	0.6686390245822924	0.6701825833058037
MatchedNgram_UCDWiki	pythia	31m	seed6	32000	0.6762462712636317	0.6772652608481873
MatchedNgram_WCDWiki	pythia	31m	seed6	32000	0.6773889584517818	0.6788818815681311
UnmatchedNgram_UCDCC	pythia	31m	seed5	16000	0.671337043883695	0.675923304183158
UnmatchedNgram_WCDCC	pythia	31m	seed5	16000	0.6712815122227436	0.6762698888954972
UnmatchedNgram_UCDWiki	pythia	31m	seed5	16000	0.681374530947392	0.6850954112078638
UnmatchedNgram_WCDWiki	pythia	31m	seed5	16000	0.6800623903434713	0.6844838878613502
MatchedNgram_UCDCC	pythia	31m	seed5	16000	0.6712833859095898	0.6756095335108157
MatchedNgram_WCDCC	pythia	31m	seed5	16000	0.671769930863546	0.676549246766037
MatchedNgram_UCDWiki	pythia	31m	seed5	16000	0.6795475092968923	0.6833133575228851
MatchedNgram_WCDWiki	pythia	31m	seed5	16000	0.6796466300187105	0.6838245384813372
UnmatchedNgram_UCDCC	pythia	14m	seed5	128	0.5133088604826859	0.5135678646107783
UnmatchedNgram_WCDCC	pythia	14m	seed5	128	0.5144418667925637	0.5148319182756806
UnmatchedNgram_UCDWiki	pythia	14m	seed5	128	0.5152184191188133	0.515753743132376
UnmatchedNgram_WCDWiki	pythia	14m	seed5	128	0.5197180671721633	0.5200960544885834
MatchedNgram_UCDCC	pythia	14m	seed5	128	0.5254934912381855	0.526317946292559
MatchedNgram_WCDCC	pythia	14m	seed5	128	0.5268376433531649	0.5276919506741435
MatchedNgram_UCDWiki	pythia	14m	seed5	128	0.5267597569336968	0.5279369926756711
MatchedNgram_WCDWiki	pythia	14m	seed5	128	0.531182342427136	0.5320557363658305
UnmatchedNgram_UCDCC	pythia	14m	seed4	64	0.2572528586076708	0.24880022635232557
UnmatchedNgram_WCDCC	pythia	14m	seed4	64	0.25747757342740496	0.24885600748255265
UnmatchedNgram_UCDWiki	pythia	14m	seed4	64	0.26143308011279043	0.2530204404959886
UnmatchedNgram_WCDWiki	pythia	14m	seed4	64	0.26762251851104857	0.2587716506653144
MatchedNgram_UCDCC	pythia	14m	seed4	64	0.2649464565669464	0.25619479968188197
MatchedNgram_WCDCC	pythia	14m	seed4	64	0.265374282916617	0.2564466569997451
MatchedNgram_UCDWiki	pythia	14m	seed4	64	0.26864874072371514	0.2600166182553464
MatchedNgram_WCDWiki	pythia	14m	seed4	64	0.274654716701066	0.2655777670351719
UnmatchedNgram_UCDCC	pythia	1_4b	seed1234	256	0.8770837758652484	0.8764894594245037
UnmatchedNgram_WCDCC	pythia	1_4b	seed1234	256	0.8792015023085288	0.8787413197732581
UnmatchedNgram_UCDWiki	pythia	1_4b	seed1234	256	0.8729202371326648	0.8726401057730759
UnmatchedNgram_WCDWiki	pythia	1_4b	seed1234	256	0.8738931489091945	0.8736993141796827
MatchedNgram_UCDCC	pythia	1_4b	seed1234	256	0.8818336112655754	0.882018520747213
MatchedNgram_WCDCC	pythia	1_4b	seed1234	256	0.884458801183337	0.8847677580302942
MatchedNgram_UCDWiki	pythia	1_4b	seed1234	256	0.8769514813615895	0.8775752480853084
MatchedNgram_WCDWiki	pythia	1_4b	seed1234	256	0.8780803487712995	0.8787457627035811
UnmatchedNgram_UCDCC	pythia	14m	seed2	256	0.8781948317270281	0.8786024138581107
UnmatchedNgram_WCDCC	pythia	14m	seed2	256	0.8793367768635082	0.8797019177289971
UnmatchedNgram_UCDWiki	pythia	14m	seed2	256	0.8788484599883208	0.8791019924232222
UnmatchedNgram_WCDWiki	pythia	14m	seed2	256	0.8805329004087491	0.8807651389955801
MatchedNgram_UCDCC	pythia	14m	seed2	256	0.894666078433698	0.8953642422634277
MatchedNgram_WCDCC	pythia	14m	seed2	256	0.8959585060775723	0.8965925780631707
MatchedNgram_UCDWiki	pythia	14m	seed2	256	0.8946408282349992	0.8953415936064048
MatchedNgram_WCDWiki	pythia	14m	seed2	256	0.896269741460729	0.8968924430757668
UnmatchedNgram_UCDCC	pythia	410m	seed8	64000	0.5854401804084193	0.5890263485306396
UnmatchedNgram_WCDCC	pythia	410m	seed8	64000	0.5835809688260105	0.5873220393000144
UnmatchedNgram_UCDWiki	pythia	410m	seed8	64000	0.5977636171047207	0.601449009595743
UnmatchedNgram_WCDWiki	pythia	410m	seed8	64000	0.59232168501355	0.5961878966634196
MatchedNgram_UCDCC	pythia	410m	seed8	64000	0.6041571223720554	0.6087899842001137
MatchedNgram_WCDCC	pythia	410m	seed8	64000	0.6026002752726886	0.6073868681410739
MatchedNgram_UCDWiki	pythia	410m	seed8	64000	0.6142651072351094	0.6191275583315908
MatchedNgram_WCDWiki	pythia	410m	seed8	64000	0.6101916469007145	0.6149178506793571
UnmatchedNgram_UCDCC	pythia	14m	seed7	64000	0.6703706157599358	0.6692951530126432
UnmatchedNgram_WCDCC	pythia	14m	seed7	64000	0.6711795053673107	0.6703310102558488
UnmatchedNgram_UCDWiki	pythia	14m	seed7	64000	0.6797019247544109	0.6792450464683466
UnmatchedNgram_WCDWiki	pythia	14m	seed7	64000	0.6805229960946226	0.6802942282098644
MatchedNgram_UCDCC	pythia	14m	seed7	64000	0.6701304366071952	0.6685910341307532
MatchedNgram_WCDCC	pythia	14m	seed7	64000	0.6714682999555852	0.6702213599240234
MatchedNgram_UCDWiki	pythia	14m	seed7	64000	0.6777406159631011	0.6770562552105819
MatchedNgram_WCDWiki	pythia	14m	seed7	64000	0.6798315697152275	0.6791940807118515
UnmatchedNgram_UCDCC	pythia	12b	seed1234	1	0.013867843549528969	0.014432997807125703
UnmatchedNgram_WCDCC	pythia	12b	seed1234	1	0.013837502872729557	0.014435092202368827
UnmatchedNgram_UCDWiki	pythia	12b	seed1234	1	0.013701182268478274	0.014342523142907293
UnmatchedNgram_WCDWiki	pythia	12b	seed1234	1	0.013715611403579464	0.014412757052145508
MatchedNgram_UCDCC	pythia	12b	seed1234	1	0.014430056160648297	0.015018131306989702
MatchedNgram_WCDCC	pythia	12b	seed1234	1	0.014413374785133048	0.015025460303691895
MatchedNgram_UCDWiki	pythia	12b	seed1234	1	0.01429847943005369	0.014962968156257861
MatchedNgram_WCDWiki	pythia	12b	seed1234	1	0.01431220094696295	0.015011293573909734
UnmatchedNgram_UCDCC	pythia	70m	seed1234	1000	0.729316230564223	0.7312931619253522
UnmatchedNgram_WCDCC	pythia	70m	seed1234	1000	0.7313271083594013	0.7335771287263084
UnmatchedNgram_UCDWiki	pythia	70m	seed1234	1000	0.7344333550058253	0.7361352443195504
UnmatchedNgram_WCDWiki	pythia	70m	seed1234	1000	0.7361356503613136	0.7381489951616366
MatchedNgram_UCDCC	pythia	70m	seed1234	1000	0.7175965847078225	0.7204274211310229
MatchedNgram_WCDCC	pythia	70m	seed1234	1000	0.7202929219553623	0.7234490197743646
MatchedNgram_UCDWiki	pythia	70m	seed1234	1000	0.7208420894135616	0.7236502273693572
MatchedNgram_WCDWiki	pythia	70m	seed1234	1000	0.7237314827067245	0.7266418447960448
UnmatchedNgram_UCDCC	pythia	70m	seed7	128000	0.6555953112857309	0.6574509662103388
UnmatchedNgram_WCDCC	pythia	70m	seed7	128000	0.6553009058569204	0.6573853075020655
UnmatchedNgram_UCDWiki	pythia	70m	seed7	128000	0.6674977214568223	0.6688699272721976
UnmatchedNgram_WCDWiki	pythia	70m	seed7	128000	0.6652812295414325	0.6670188385213988
MatchedNgram_UCDCC	pythia	70m	seed7	128000	0.6582722817885732	0.660488474432315
MatchedNgram_WCDCC	pythia	70m	seed7	128000	0.6584097489995829	0.6609042315447256
MatchedNgram_UCDWiki	pythia	70m	seed7	128000	0.6682296452533412	0.6702449181205112
MatchedNgram_WCDWiki	pythia	70m	seed7	128000	0.6674614447554934	0.6695326621214381
UnmatchedNgram_UCDCC	pythia	70m	seed9	8000	0.675959340049298	0.6780051092821957
UnmatchedNgram_WCDCC	pythia	70m	seed9	8000	0.6757731193116241	0.6781874370335873
UnmatchedNgram_UCDWiki	pythia	70m	seed9	8000	0.685499420954912	0.687473799370319
UnmatchedNgram_WCDWiki	pythia	70m	seed9	8000	0.6836387400667485	0.6859971343382609
MatchedNgram_UCDCC	pythia	70m	seed9	8000	0.6735865568299677	0.6770430921448375
MatchedNgram_WCDCC	pythia	70m	seed9	8000	0.6738751464131398	0.6777375344514208
MatchedNgram_UCDWiki	pythia	70m	seed9	8000	0.6811958698523939	0.6847242969731493
MatchedNgram_WCDWiki	pythia	70m	seed9	8000	0.6807482411843037	0.684361519015842
UnmatchedNgram_UCDCC	pythia	410m	seed7	2	0.026085098515861715	0.023502926849033434
UnmatchedNgram_WCDCC	pythia	410m	seed7	2	0.026010203425500977	0.023397707725611117
UnmatchedNgram_UCDWiki	pythia	410m	seed7	2	0.027225097469841586	0.0245773678433463
UnmatchedNgram_WCDWiki	pythia	410m	seed7	2	0.026730272983688574	0.02411049733725168
MatchedNgram_UCDCC	pythia	410m	seed7	2	0.027103863464309597	0.02443930694448415
MatchedNgram_WCDCC	pythia	410m	seed7	2	0.027089517530389573	0.024366053514905173
MatchedNgram_UCDWiki	pythia	410m	seed7	2	0.0280519249958312	0.025412458586873687
MatchedNgram_WCDWiki	pythia	410m	seed7	2	0.027605497724432104	0.024984304760268805
UnmatchedNgram_UCDCC	pythia	410m	seed9	16	0.5163068724977677	0.5117816445835122
UnmatchedNgram_WCDCC	pythia	410m	seed9	16	0.5158616134472137	0.5110537711717053
UnmatchedNgram_UCDWiki	pythia	410m	seed9	16	0.5261511351498107	0.5211195223369374
UnmatchedNgram_WCDWiki	pythia	410m	seed9	16	0.5304503406550711	0.525088473049637
MatchedNgram_UCDCC	pythia	410m	seed9	16	0.5310773290242541	0.5278303945835131
MatchedNgram_WCDCC	pythia	410m	seed9	16	0.5309180993168995	0.52741601393132
MatchedNgram_UCDWiki	pythia	410m	seed9	16	0.5394444328934167	0.5359414902327895
MatchedNgram_WCDWiki	pythia	410m	seed9	16	0.5436664656262975	0.5398308635608688
UnmatchedNgram_UCDCC	pythia	70m	seed5	2	9.263458723529627e-05	0.00014859543986223134
UnmatchedNgram_WCDCC	pythia	70m	seed5	2	9.261126714199541e-05	0.00014347592643293439
UnmatchedNgram_UCDWiki	pythia	70m	seed5	2	0.0005518591552675645	0.0002770087810033406
UnmatchedNgram_WCDWiki	pythia	70m	seed5	2	0.0005130318720215632	0.00016652348895362934
MatchedNgram_UCDCC	pythia	70m	seed5	2	6.85343185830023e-05	0.00013775267059767948
MatchedNgram_WCDCC	pythia	70m	seed5	2	6.854873651007676e-05	0.00013890808858640913
MatchedNgram_UCDWiki	pythia	70m	seed5	2	0.0005157023206741052	0.0002717507815066522
MatchedNgram_WCDWiki	pythia	70m	seed5	2	0.0004677051175324687	0.00016038154688502448
UnmatchedNgram_UCDCC	pythia	160m	seed7	2000	0.663029233732253	0.6668646868796715
UnmatchedNgram_WCDCC	pythia	160m	seed7	2000	0.6634049925691763	0.6673950313232977
UnmatchedNgram_UCDWiki	pythia	160m	seed7	2000	0.6734223087767859	0.6773398576052834
UnmatchedNgram_WCDWiki	pythia	160m	seed7	2000	0.6719119537269291	0.6762592300634234
MatchedNgram_UCDCC	pythia	160m	seed7	2000	0.6585199374486499	0.6639539440030411
MatchedNgram_WCDCC	pythia	160m	seed7	2000	0.6593857166293913	0.6650276790832099
MatchedNgram_UCDWiki	pythia	160m	seed7	2000	0.6669524602344012	0.6726635392160827
MatchedNgram_WCDWiki	pythia	160m	seed7	2000	0.6668928460634911	0.6727625294022743
UnmatchedNgram_UCDCC	pythia	14m	seed5	32000	0.685689936787375	0.6873366021406775
UnmatchedNgram_WCDCC	pythia	14m	seed5	32000	0.6867674766232763	0.6887850640915945
UnmatchedNgram_UCDWiki	pythia	14m	seed5	32000	0.6953542492253937	0.6972803488531857
UnmatchedNgram_WCDWiki	pythia	14m	seed5	32000	0.6959927071139611	0.6986123976002003
MatchedNgram_UCDCC	pythia	14m	seed5	32000	0.6837304022310011	0.6844790160505366
MatchedNgram_WCDCC	pythia	14m	seed5	32000	0.6853878462121152	0.6865780740224412
MatchedNgram_UCDWiki	pythia	14m	seed5	32000	0.6914184904973795	0.692760888299399
MatchedNgram_WCDWiki	pythia	14m	seed5	32000	0.6934049869267642	0.6952247781866847
UnmatchedNgram_UCDCC	pythia	410m	seed4	16000	0.591251052607403	0.5932711566340256
UnmatchedNgram_WCDCC	pythia	410m	seed4	16000	0.5895838978850538	0.5918067072025532
UnmatchedNgram_UCDWiki	pythia	410m	seed4	16000	0.6040019786428295	0.6066189536967255
UnmatchedNgram_WCDWiki	pythia	410m	seed4	16000	0.5987509252695966	0.6014035390055583
MatchedNgram_UCDCC	pythia	410m	seed4	16000	0.6074529134493192	0.6099278443170401
MatchedNgram_WCDCC	pythia	410m	seed4	16000	0.6060768443905631	0.6087664004835527
MatchedNgram_UCDWiki	pythia	410m	seed4	16000	0.6179577326308989	0.6211721592287068
MatchedNgram_WCDWiki	pythia	410m	seed4	16000	0.6140730489113614	0.6170327335429625
UnmatchedNgram_UCDCC	pythia	14m	seed9	32000	0.6950853861369564	0.6980297975638055
UnmatchedNgram_WCDCC	pythia	14m	seed9	32000	0.6963781195542644	0.6994688259849424
UnmatchedNgram_UCDWiki	pythia	14m	seed9	32000	0.7037464116414722	0.706166747586664
UnmatchedNgram_WCDWiki	pythia	14m	seed9	32000	0.7046288283351005	0.7076108615057415
MatchedNgram_UCDCC	pythia	14m	seed9	32000	0.6890984039964124	0.6920066257438333
MatchedNgram_WCDCC	pythia	14m	seed9	32000	0.6910075949718262	0.6941203686527908
MatchedNgram_UCDWiki	pythia	14m	seed9	32000	0.6957369646030711	0.6984115604085677
MatchedNgram_WCDWiki	pythia	14m	seed9	32000	0.6979789325791736	0.7009689682418958
UnmatchedNgram_UCDCC	pythia	160m	seed1	1000	0.7258362340750515	0.7273860425636145
UnmatchedNgram_WCDCC	pythia	160m	seed1	1000	0.7277440602893213	0.7293566047371256
UnmatchedNgram_UCDWiki	pythia	160m	seed1	1000	0.7324591259446849	0.7335938251727951
UnmatchedNgram_WCDWiki	pythia	160m	seed1	1000	0.7342283289072609	0.735436151984712
MatchedNgram_UCDCC	pythia	160m	seed1	1000	0.7171450954740575	0.7190363239033957
MatchedNgram_WCDCC	pythia	160m	seed1	1000	0.7197054676204341	0.7217156159874198
MatchedNgram_UCDWiki	pythia	160m	seed1	1000	0.7219002173589529	0.7236768878873401
MatchedNgram_WCDWiki	pythia	160m	seed1	1000	0.7249108715550645	0.7265591342888873
UnmatchedNgram_UCDCC	pythia	31m	seed1	256	0.9031497112370113	0.9016139857991164
UnmatchedNgram_WCDCC	pythia	31m	seed1	256	0.9038595906719569	0.9023573241508427
UnmatchedNgram_UCDWiki	pythia	31m	seed1	256	0.9020184188915885	0.9007131688913761
UnmatchedNgram_WCDWiki	pythia	31m	seed1	256	0.9025196875676297	0.9012590640911187
MatchedNgram_UCDCC	pythia	31m	seed1	256	0.9171814485774918	0.916536978495213
MatchedNgram_WCDCC	pythia	31m	seed1	256	0.9181138426368943	0.9174771027020303
MatchedNgram_UCDWiki	pythia	31m	seed1	256	0.915832556053911	0.9155120011189541
MatchedNgram_WCDWiki	pythia	31m	seed1	256	0.9163496507407626	0.9160321827393005
UnmatchedNgram_UCDCC	pythia	70m	seed3	128000	0.6504431993269305	0.6510315106333339
UnmatchedNgram_WCDCC	pythia	70m	seed3	128000	0.6500998596401555	0.6508559676442853
UnmatchedNgram_UCDWiki	pythia	70m	seed3	128000	0.6628548089359931	0.6641538097094077
UnmatchedNgram_WCDWiki	pythia	70m	seed3	128000	0.6608222221407175	0.6625517327276564
MatchedNgram_UCDCC	pythia	70m	seed3	128000	0.6528511743388228	0.6561074528407047
MatchedNgram_WCDCC	pythia	70m	seed3	128000	0.6529570907132267	0.6564053419756548
MatchedNgram_UCDWiki	pythia	70m	seed3	128000	0.6633612454382851	0.6675212343604731
MatchedNgram_WCDWiki	pythia	70m	seed3	128000	0.6627992971117619	0.6670735669689128
UnmatchedNgram_UCDCC	pythia	12b	seed1234	32	0.7663144569709167	0.7642118233924402
UnmatchedNgram_WCDCC	pythia	12b	seed1234	32	0.7656573871971666	0.7633330489982756
UnmatchedNgram_UCDWiki	pythia	12b	seed1234	32	0.7689169712087904	0.7669414025813205
UnmatchedNgram_WCDWiki	pythia	12b	seed1234	32	0.76914882646955	0.7670672297215263
MatchedNgram_UCDCC	pythia	12b	seed1234	32	0.778776540283562	0.7767409420438397
MatchedNgram_WCDCC	pythia	12b	seed1234	32	0.7783591529329446	0.7760927722890227
MatchedNgram_UCDWiki	pythia	12b	seed1234	32	0.780045223305134	0.7782822894391237
MatchedNgram_WCDWiki	pythia	12b	seed1234	32	0.7803825114751154	0.7784758853479219
UnmatchedNgram_UCDCC	pythia	70m	seed8	0	0.005495525574656934	0.004549928495857114
UnmatchedNgram_WCDCC	pythia	70m	seed8	0	0.005606791207187434	0.004671600244909313
UnmatchedNgram_UCDWiki	pythia	70m	seed8	0	0.006553258614016899	0.0054278971802576015
UnmatchedNgram_WCDWiki	pythia	70m	seed8	0	0.0067457513235614774	0.005705830493252462
MatchedNgram_UCDCC	pythia	70m	seed8	0	0.005159990473739273	0.0041201155241302745
MatchedNgram_WCDCC	pythia	70m	seed8	0	0.005269299460559762	0.004220348370290172
MatchedNgram_UCDWiki	pythia	70m	seed8	0	0.006348648882231411	0.005033563473088254
MatchedNgram_WCDWiki	pythia	70m	seed8	0	0.006572599924943523	0.0053161577060909515
UnmatchedNgram_UCDCC	pythia	14m	seed2	32	0.1458783313112605	0.1449718982798922
UnmatchedNgram_WCDCC	pythia	14m	seed2	32	0.145884077741103	0.14489834630031284
UnmatchedNgram_UCDWiki	pythia	14m	seed2	32	0.157333834169754	0.15444899420958258
UnmatchedNgram_WCDWiki	pythia	14m	seed2	32	0.1611155560483779	0.15887075645517823
MatchedNgram_UCDCC	pythia	14m	seed2	32	0.15067521020204766	0.15049220428063748
MatchedNgram_WCDCC	pythia	14m	seed2	32	0.15085308491384875	0.15059053760889485
MatchedNgram_UCDWiki	pythia	14m	seed2	32	0.16161243683603244	0.15962469779806499
MatchedNgram_WCDWiki	pythia	14m	seed2	32	0.16536116321432315	0.1639594063595039
UnmatchedNgram_UCDCC	pythia	160m	seed4	64	0.6704000017587236	0.6700603327816814
UnmatchedNgram_WCDCC	pythia	160m	seed4	64	0.6710330978538778	0.6704853555302464
UnmatchedNgram_UCDWiki	pythia	160m	seed4	64	0.671713297889764	0.6713624548968795
UnmatchedNgram_WCDWiki	pythia	160m	seed4	64	0.6765580357199066	0.6759781459463214
MatchedNgram_UCDCC	pythia	160m	seed4	64	0.6873229923220272	0.687469648442133
MatchedNgram_WCDCC	pythia	160m	seed4	64	0.6883525234482286	0.6882730617243749
MatchedNgram_UCDWiki	pythia	160m	seed4	64	0.6878780745649682	0.6882274321747103
MatchedNgram_WCDWiki	pythia	160m	seed4	64	0.6927030933405136	0.6927543559028329
UnmatchedNgram_UCDCC	pythia	410m	seed9	1	0.001971572231921792	0.0010508294383597683
UnmatchedNgram_WCDCC	pythia	410m	seed9	1	0.0014074699895271214	0.0006162500640322088
UnmatchedNgram_UCDWiki	pythia	410m	seed9	1	0.00013830559793959196	0.0002460067824660017
UnmatchedNgram_WCDWiki	pythia	410m	seed9	1	0.0001193193271191717	-1.3269288479111907e-06
MatchedNgram_UCDCC	pythia	410m	seed9	1	0.0017031546701488098	0.0006828807116510127
MatchedNgram_WCDCC	pythia	410m	seed9	1	0.0011954898639880973	0.0003063453865310706
MatchedNgram_UCDWiki	pythia	410m	seed9	1	0.00011085051739412322	0.00017385606276787424
MatchedNgram_WCDWiki	pythia	410m	seed9	1	8.071772734308258e-05	-0.00011182270058673893
UnmatchedNgram_UCDCC	pythia	160m	seed1	128	0.8754223139138904	0.8749182502132212
UnmatchedNgram_WCDCC	pythia	160m	seed1	128	0.8764973474337142	0.8760446026742876
UnmatchedNgram_UCDWiki	pythia	160m	seed1	128	0.8743501857643224	0.8740362619736438
UnmatchedNgram_WCDWiki	pythia	160m	seed1	128	0.875754415018587	0.875554152652441
MatchedNgram_UCDCC	pythia	160m	seed1	128	0.8919762518531208	0.8916789944673402
MatchedNgram_WCDCC	pythia	160m	seed1	128	0.8933120415185662	0.8930512240538109
MatchedNgram_UCDWiki	pythia	160m	seed1	128	0.8904350180359349	0.8904233023632023
MatchedNgram_WCDWiki	pythia	160m	seed1	128	0.8918610450349503	0.8919139041603543
UnmatchedNgram_UCDCC	pythia	14m	seed9	1	0.0009058873299310211	0.0012793339398321502
UnmatchedNgram_WCDCC	pythia	14m	seed9	1	0.0008735048985903937	0.001218935621685624
UnmatchedNgram_UCDWiki	pythia	14m	seed9	1	0.001235422228394234	0.0013018882572298773
UnmatchedNgram_WCDWiki	pythia	14m	seed9	1	0.0010980006302145906	0.0011726724458405169
MatchedNgram_UCDCC	pythia	14m	seed9	1	0.0008225089226736593	0.0009576915641210659
MatchedNgram_WCDCC	pythia	14m	seed9	1	0.0008106326315672208	0.0009444622841043859
MatchedNgram_UCDWiki	pythia	14m	seed9	1	0.0011588446839739808	0.0009652131603258285
