RegressionType	ModelFamily	ModelSize	ModelSeed	ModelStep	Rsquared	Rsquared_val
MatchedNgram_WCDWiki	pythia	31m	seed2	1	0.01463249184240778	0.011843209418520129
UnmatchedNgram_UCDCC	pythia	70m	seed1	64000	0.6521565771814641	0.6512080798765114
UnmatchedNgram_WCDCC	pythia	70m	seed1	64000	0.6518265752834853	0.6510570475041242
UnmatchedNgram_UCDWiki	pythia	70m	seed1	64000	0.6648004429012637	0.6637418058652482
UnmatchedNgram_WCDWiki	pythia	70m	seed1	64000	0.6621720928970547	0.6617260881574754
MatchedNgram_UCDCC	pythia	70m	seed1	64000	0.6543160481456359	0.6556129524348477
MatchedNgram_WCDCC	pythia	70m	seed1	64000	0.6544388099626995	0.6559323002330751
MatchedNgram_UCDWiki	pythia	70m	seed1	64000	0.6650222009252857	0.6663872815409151
MatchedNgram_WCDWiki	pythia	70m	seed1	64000	0.6638944165129705	0.66551737650421
UnmatchedNgram_UCDCC	pythia	410m	seed1	32000	0.5901880177950622	0.59301789345546
UnmatchedNgram_WCDCC	pythia	410m	seed1	32000	0.5884853305791964	0.5915225967763336
UnmatchedNgram_UCDWiki	pythia	410m	seed1	32000	0.6027031018697253	0.6055607122294352
UnmatchedNgram_WCDWiki	pythia	410m	seed1	32000	0.5974018934205645	0.600612886998559
MatchedNgram_UCDCC	pythia	410m	seed1	32000	0.6090890050322484	0.6101962731035082
MatchedNgram_WCDCC	pythia	410m	seed1	32000	0.6076863881949395	0.6090178579022896
MatchedNgram_UCDWiki	pythia	410m	seed1	32000	0.6193809802064363	0.6207577798316186
MatchedNgram_WCDWiki	pythia	410m	seed1	32000	0.615447701283163	0.61687583741841
UnmatchedNgram_UCDCC	pythia	31m	seed7	8	0.002020714260383527	0.002373045824859532
UnmatchedNgram_WCDCC	pythia	31m	seed7	8	0.002042442419751045	0.002345535173660429
UnmatchedNgram_UCDWiki	pythia	31m	seed7	8	0.0019944156287452497	0.0021854318169494125
UnmatchedNgram_WCDWiki	pythia	31m	seed7	8	0.001991678707225386	0.002192677316774194
MatchedNgram_UCDCC	pythia	31m	seed7	8	0.0018221612409983212	0.0018594325938792178
MatchedNgram_WCDCC	pythia	31m	seed7	8	0.0018393041179071146	0.0018264389600232134
MatchedNgram_UCDWiki	pythia	31m	seed7	8	0.001839485183653733	0.0017292025543028666
MatchedNgram_WCDWiki	pythia	31m	seed7	8	0.0018292217919709808	0.001724275015577259
UnmatchedNgram_UCDCC	pythia	31m	seed9	8	0.006369782525109335	0.007765112399673035
UnmatchedNgram_WCDCC	pythia	31m	seed9	8	0.006530694934596459	0.008020297883292615
UnmatchedNgram_UCDWiki	pythia	31m	seed9	8	0.006113516003464992	0.007253900539740954
UnmatchedNgram_WCDWiki	pythia	31m	seed9	8	0.006138978274737639	0.007273690083005713
MatchedNgram_UCDCC	pythia	31m	seed9	8	0.0065988948904585065	0.008168902146481027
MatchedNgram_WCDCC	pythia	31m	seed9	8	0.006749980838576808	0.008406140590340616
MatchedNgram_UCDWiki	pythia	31m	seed9	8	0.00632292551033764	0.0076029751594820505
MatchedNgram_WCDWiki	pythia	31m	seed9	8	0.006352401106322847	0.007626200238208369
UnmatchedNgram_UCDCC	pythia	160m	seed8	1	0.000770758932175708	0.0009120281048932144
UnmatchedNgram_WCDCC	pythia	160m	seed8	1	0.0007423720430830283	0.0008847348363831831
UnmatchedNgram_UCDWiki	pythia	160m	seed8	1	0.000769785096589537	0.0009151238011447793
UnmatchedNgram_WCDWiki	pythia	160m	seed8	1	0.0007513004416120905	0.0008949164364956408
MatchedNgram_UCDCC	pythia	160m	seed8	1	0.0007397721071258356	0.0011163477188140813
MatchedNgram_WCDCC	pythia	160m	seed8	1	0.0007270542342068254	0.0011126519874540275
MatchedNgram_UCDWiki	pythia	160m	seed8	1	0.0007713834110859574	0.001199396982609735
MatchedNgram_WCDWiki	pythia	160m	seed8	1	0.0007462520702896658	0.0011679929523842336
UnmatchedNgram_UCDCC	pythia	410m	seed7	2000	0.6680765312914718	0.6689913176480187
UnmatchedNgram_WCDCC	pythia	410m	seed7	2000	0.6683052081523349	0.6693311454656456
UnmatchedNgram_UCDWiki	pythia	410m	seed7	2000	0.6783629884103495	0.6795209914354168
UnmatchedNgram_WCDWiki	pythia	410m	seed7	2000	0.6767353494794288	0.6781935081718231
MatchedNgram_UCDCC	pythia	410m	seed7	2000	0.6650538920903445	0.6683250403823948
MatchedNgram_WCDCC	pythia	410m	seed7	2000	0.6657786298903476	0.6691976076981645
MatchedNgram_UCDWiki	pythia	410m	seed7	2000	0.6734814995785189	0.6771655457308926
MatchedNgram_WCDWiki	pythia	410m	seed7	2000	0.6733071141231148	0.6770029639113064
UnmatchedNgram_UCDCC	pythia	70m	seed5	4000	0.6728335778720065	0.6757411510473827
UnmatchedNgram_WCDCC	pythia	70m	seed5	4000	0.6729671695783416	0.6761054367374889
UnmatchedNgram_UCDWiki	pythia	70m	seed5	4000	0.6839356920699966	0.6864857435562812
UnmatchedNgram_WCDWiki	pythia	70m	seed5	4000	0.6823003717327203	0.6853314946519189
MatchedNgram_UCDCC	pythia	70m	seed5	4000	0.6685163459830024	0.6721876159886367
MatchedNgram_WCDCC	pythia	70m	seed5	4000	0.6691671056343541	0.6731197854205968
MatchedNgram_UCDWiki	pythia	70m	seed5	4000	0.6776383644513313	0.6811971884516479
MatchedNgram_WCDWiki	pythia	70m	seed5	4000	0.6775242788183982	0.6812582570405268
UnmatchedNgram_UCDCC	pythia	410m	seed8	143000	0.5751007495768261	0.5800947708322264
UnmatchedNgram_WCDCC	pythia	410m	seed8	143000	0.5731188367114015	0.5782852710732487
UnmatchedNgram_UCDWiki	pythia	410m	seed8	143000	0.5885224490257939	0.5940125991594754
UnmatchedNgram_WCDWiki	pythia	410m	seed8	143000	0.5825130236542018	0.5882121412719636
MatchedNgram_UCDCC	pythia	410m	seed8	143000	0.5971393167098258	0.6025721852802277
MatchedNgram_WCDCC	pythia	410m	seed8	143000	0.5954593227978034	0.6010590650712331
MatchedNgram_UCDWiki	pythia	410m	seed8	143000	0.608238409144773	0.6143083664754277
MatchedNgram_WCDWiki	pythia	410m	seed8	143000	0.6036175719540815	0.6095809352958286
UnmatchedNgram_UCDCC	pythia	14m	seed6	64000	0.6877845256142239	0.6880848665716031
UnmatchedNgram_WCDCC	pythia	14m	seed6	64000	0.6884244944885312	0.6889963830956025
UnmatchedNgram_UCDWiki	pythia	14m	seed6	64000	0.6946812154456311	0.695409349789802
UnmatchedNgram_WCDWiki	pythia	14m	seed6	64000	0.6951560783121368	0.6962958192983262
MatchedNgram_UCDCC	pythia	14m	seed6	64000	0.6901559205271108	0.6911205746105775
MatchedNgram_WCDCC	pythia	14m	seed6	64000	0.691293260885512	0.6925694371787448
MatchedNgram_UCDWiki	pythia	14m	seed6	64000	0.6955734445263526	0.6972112807895599
MatchedNgram_WCDWiki	pythia	14m	seed6	64000	0.6971555686575212	0.6990198690201497
UnmatchedNgram_UCDCC	pythia	31m	seed3	143000	0.6968201763817414	0.6964285838176947
UnmatchedNgram_WCDCC	pythia	31m	seed3	143000	0.6976296523370487	0.6976377257339692
UnmatchedNgram_UCDWiki	pythia	31m	seed3	143000	0.7077029600208895	0.7067001809934719
UnmatchedNgram_WCDWiki	pythia	31m	seed3	143000	0.7077455553550946	0.7071318700816178
MatchedNgram_UCDCC	pythia	31m	seed3	143000	0.6923103487097539	0.6921826055316052
MatchedNgram_WCDCC	pythia	31m	seed3	143000	0.6936934604159098	0.6940265806983614
MatchedNgram_UCDWiki	pythia	31m	seed3	143000	0.701146550922572	0.7006872151688268
MatchedNgram_WCDWiki	pythia	31m	seed3	143000	0.7026677172995004	0.7023084828235828
UnmatchedNgram_UCDCC	pythia	70m	seed1	1000	0.7089942852662392	0.7092864351258896
UnmatchedNgram_WCDCC	pythia	70m	seed1	1000	0.7099107787723846	0.710191359873005
UnmatchedNgram_UCDWiki	pythia	70m	seed1	1000	0.7171882644064426	0.7177120234504142
UnmatchedNgram_WCDWiki	pythia	70m	seed1	1000	0.7181436198984135	0.7187648210244458
MatchedNgram_UCDCC	pythia	70m	seed1	1000	0.7104707971869473	0.7115659850509348
MatchedNgram_WCDCC	pythia	70m	seed1	1000	0.7119308850730215	0.7130528912607148
MatchedNgram_UCDWiki	pythia	70m	seed1	1000	0.7170936779814602	0.7187160114182711
MatchedNgram_WCDWiki	pythia	70m	seed1	1000	0.7192543754615137	0.7207697915181384
UnmatchedNgram_UCDCC	pythia	31m	seed8	128	0.7329983182566535	0.7327389878270869
UnmatchedNgram_WCDCC	pythia	31m	seed8	128	0.7343934182276675	0.733833179885812
UnmatchedNgram_UCDWiki	pythia	31m	seed8	128	0.7372660307947438	0.7363993031276432
UnmatchedNgram_WCDWiki	pythia	31m	seed8	128	0.741781739198147	0.7406707227314844
MatchedNgram_UCDCC	pythia	31m	seed8	128	0.7516545658381433	0.7517698000677766
MatchedNgram_WCDCC	pythia	31m	seed8	128	0.7533157476356085	0.7531233794215285
MatchedNgram_UCDWiki	pythia	31m	seed8	128	0.7548538314069633	0.7546347987098345
MatchedNgram_WCDWiki	pythia	31m	seed8	128	0.7593877351464339	0.758869180711415
UnmatchedNgram_UCDCC	pythia	14m	seed6	128	0.5283631061123668	0.5259203374715058
UnmatchedNgram_WCDCC	pythia	14m	seed6	128	0.5294134935490362	0.5269194396636993
UnmatchedNgram_UCDWiki	pythia	14m	seed6	128	0.5292378513551113	0.5271760071121623
UnmatchedNgram_WCDWiki	pythia	14m	seed6	128	0.5345898331377056	0.5321495397121548
MatchedNgram_UCDCC	pythia	14m	seed6	128	0.5399719161576495	0.5375204328429466
MatchedNgram_WCDCC	pythia	14m	seed6	128	0.5412799025610879	0.5387454518367174
MatchedNgram_UCDWiki	pythia	14m	seed6	128	0.540100473542393	0.53816975111513
MatchedNgram_WCDWiki	pythia	14m	seed6	128	0.5452750066658194	0.5429389125419646
UnmatchedNgram_UCDCC	pythia	14m	seed5	8000	0.6957065410839931	0.6963088651661486
UnmatchedNgram_WCDCC	pythia	14m	seed5	8000	0.6971504948730259	0.6979707192606579
UnmatchedNgram_UCDWiki	pythia	14m	seed5	8000	0.7074286861061215	0.7078119983595059
UnmatchedNgram_WCDWiki	pythia	14m	seed5	8000	0.7082642595672766	0.709097871970899
MatchedNgram_UCDCC	pythia	14m	seed5	8000	0.6933129632312134	0.6938817671267905
MatchedNgram_WCDCC	pythia	14m	seed5	8000	0.695367512628463	0.6962100482141811
MatchedNgram_UCDWiki	pythia	14m	seed5	8000	0.7030748431508117	0.7037822699030836
MatchedNgram_WCDWiki	pythia	14m	seed5	8000	0.7053212489353073	0.7062395297825546
UnmatchedNgram_UCDCC	pythia	160m	seed5	8000	0.6295283781236036	0.6294365577543928
UnmatchedNgram_WCDCC	pythia	160m	seed5	8000	0.6284154191323089	0.6284839307786847
UnmatchedNgram_UCDWiki	pythia	160m	seed5	8000	0.6414409844082118	0.6416634462491171
UnmatchedNgram_WCDWiki	pythia	160m	seed5	8000	0.6375608791721329	0.6382812905124692
MatchedNgram_UCDCC	pythia	160m	seed5	8000	0.6389286459260499	0.6402856591998429
MatchedNgram_WCDCC	pythia	160m	seed5	8000	0.6382211378656476	0.6397718587972655
MatchedNgram_UCDWiki	pythia	160m	seed5	8000	0.6488908523838306	0.6507264951539038
MatchedNgram_WCDWiki	pythia	160m	seed5	8000	0.6464401831042854	0.6484665285078799
UnmatchedNgram_UCDCC	pythia	410m	seed4	143000	0.6332672367526346	0.6345215909717629
UnmatchedNgram_WCDCC	pythia	410m	seed4	143000	0.6324259498674198	0.6339340217194936
UnmatchedNgram_UCDWiki	pythia	410m	seed4	143000	0.6448666651389181	0.64602376024117
UnmatchedNgram_WCDWiki	pythia	410m	seed4	143000	0.6411746779342032	0.6428313299282638
MatchedNgram_UCDCC	pythia	410m	seed4	143000	0.6382242135104172	0.6405617318350536
MatchedNgram_WCDCC	pythia	410m	seed4	143000	0.6377341203255981	0.6403780570935906
MatchedNgram_UCDWiki	pythia	410m	seed4	143000	0.6478217479192532	0.6502817095080076
MatchedNgram_WCDWiki	pythia	410m	seed4	143000	0.645536093918416	0.6482053413054896
UnmatchedNgram_UCDCC	pythia	70m	seed3	4	0.0006941087107382726	0.0002603895765543873
UnmatchedNgram_WCDCC	pythia	70m	seed3	4	0.0006509995958340342	0.0001696168244842422
UnmatchedNgram_UCDWiki	pythia	70m	seed3	4	0.0013945934075952904	0.0009033413961123671
UnmatchedNgram_WCDWiki	pythia	70m	seed3	4	0.0018810228721409805	0.0013091282493722378
MatchedNgram_UCDCC	pythia	70m	seed3	4	0.0007489958189231816	0.00031648708533749126
MatchedNgram_WCDCC	pythia	70m	seed3	4	0.0007051949437367755	0.0002271244663946126
MatchedNgram_UCDWiki	pythia	70m	seed3	4	0.0014557842638186491	0.0009812789954236623
MatchedNgram_WCDWiki	pythia	70m	seed3	4	0.0019477544180228623	0.0013993399428350317
UnmatchedNgram_UCDCC	pythia	160m	seed6	32000	0.6144879943300834	0.6158567009874669
UnmatchedNgram_WCDCC	pythia	160m	seed6	32000	0.6132200228301043	0.6145907468664169
UnmatchedNgram_UCDWiki	pythia	160m	seed6	32000	0.6273254629389687	0.6293242803270587
UnmatchedNgram_WCDWiki	pythia	160m	seed6	32000	0.6228377440245553	0.6247591032585201
MatchedNgram_UCDCC	pythia	160m	seed6	32000	0.6241965749164526	0.627625608695396
MatchedNgram_WCDCC	pythia	160m	seed6	32000	0.623284690789911	0.6267317042905849
MatchedNgram_UCDWiki	pythia	160m	seed6	32000	0.6348936643325815	0.6390610638742895
MatchedNgram_WCDWiki	pythia	160m	seed6	32000	0.6318523760231229	0.635628662312543
UnmatchedNgram_UCDCC	pythia	70m	seed1	8	0.008355616712343417	0.0067629303440549515
UnmatchedNgram_WCDCC	pythia	70m	seed1	8	0.00851826215275231	0.006874822199347874
UnmatchedNgram_UCDWiki	pythia	70m	seed1	8	0.010461397682720808	0.008888514497639055
UnmatchedNgram_WCDWiki	pythia	70m	seed1	8	0.011119503204196968	0.009837649985649621
MatchedNgram_UCDCC	pythia	70m	seed1	8	0.008667962582140754	0.007106232629870091
MatchedNgram_WCDCC	pythia	70m	seed1	8	0.008850902563133367	0.00725522731656314
MatchedNgram_UCDWiki	pythia	70m	seed1	8	0.010786537207700952	0.009325708835387747
MatchedNgram_WCDWiki	pythia	70m	seed1	8	0.011466021076599775	0.010335523987201944
UnmatchedNgram_UCDCC	pythia	31m	seed3	2000	0.7076969559922519	0.7102638363730933
UnmatchedNgram_WCDCC	pythia	31m	seed3	2000	0.709404565019337	0.7122106413946965
UnmatchedNgram_UCDWiki	pythia	31m	seed3	2000	0.7156330621731564	0.7180311380129569
UnmatchedNgram_WCDWiki	pythia	31m	seed3	2000	0.7170684182737104	0.7198012411545093
MatchedNgram_UCDCC	pythia	31m	seed3	2000	0.7027976113711488	0.7049693543154896
MatchedNgram_WCDCC	pythia	31m	seed3	2000	0.7051045814588623	0.7075712099728182
MatchedNgram_UCDWiki	pythia	31m	seed3	2000	0.7090309081985402	0.711314674446847
MatchedNgram_WCDWiki	pythia	31m	seed3	2000	0.7117569738573195	0.7141613971703356
UnmatchedNgram_UCDCC	pythia	31m	seed1234	64	0.5781947211859677	0.5748207996272967
UnmatchedNgram_WCDCC	pythia	31m	seed1234	64	0.5782433621865406	0.5745590028920011
UnmatchedNgram_UCDWiki	pythia	31m	seed1234	64	0.585251990643979	0.5817113223786562
UnmatchedNgram_WCDWiki	pythia	31m	seed1234	64	0.5892299903982645	0.5854182050963722
MatchedNgram_UCDCC	pythia	31m	seed1234	64	0.5932236937053391	0.5901737371492863
MatchedNgram_WCDCC	pythia	31m	seed1234	64	0.5935260682701893	0.5901683332466447
MatchedNgram_UCDWiki	pythia	31m	seed1234	64	0.5989592187108588	0.5959026821409305
MatchedNgram_WCDWiki	pythia	31m	seed1234	64	0.6028637110370936	0.5994985471420464
UnmatchedNgram_UCDCC	pythia	14m	seed3	1	0.03252501097465166	0.029700835045036067
UnmatchedNgram_WCDCC	pythia	14m	seed3	1	0.03306616471559454	0.02995890041753424
UnmatchedNgram_UCDWiki	pythia	14m	seed3	1	0.03532902773263569	0.031301566244851586
UnmatchedNgram_WCDWiki	pythia	14m	seed3	1	0.03702176311106142	0.03243792312986882
MatchedNgram_UCDCC	pythia	14m	seed3	1	0.03336481230613153	0.030823265383452036
MatchedNgram_WCDCC	pythia	14m	seed3	1	0.03387602200251005	0.031047799074496618
MatchedNgram_UCDWiki	pythia	14m	seed3	1	0.03590682665567235	0.03224912535862745
MatchedNgram_WCDWiki	pythia	14m	seed3	1	0.037524948245370005	0.033312285185945645
UnmatchedNgram_UCDCC	pythia	70m	seed3	64	0.6232493179776548	0.6213724263800406
UnmatchedNgram_WCDCC	pythia	70m	seed3	64	0.6241079135674786	0.6219221522552195
UnmatchedNgram_UCDWiki	pythia	70m	seed3	64	0.6279123850572529	0.6260161087147986
UnmatchedNgram_WCDWiki	pythia	70m	seed3	64	0.6346540116106465	0.6322674829676802
MatchedNgram_UCDCC	pythia	70m	seed3	64	0.6399267525320183	0.6383776506154253
MatchedNgram_WCDCC	pythia	70m	seed3	64	0.6411160622313701	0.6392471511216461
MatchedNgram_UCDWiki	pythia	70m	seed3	64	0.643593224099455	0.6422179952494435
MatchedNgram_WCDWiki	pythia	70m	seed3	64	0.6501984548300144	0.6483031512966004
UnmatchedNgram_UCDCC	pythia	14m	seed1	128	0.5117478424653196	0.5122259726344274
UnmatchedNgram_WCDCC	pythia	14m	seed1	128	0.5138380798594018	0.5139300015664534
UnmatchedNgram_UCDWiki	pythia	14m	seed1	128	0.5163115257062039	0.5158525372200472
UnmatchedNgram_WCDWiki	pythia	14m	seed1	128	0.5228091650484283	0.5216419854771619
MatchedNgram_UCDCC	pythia	14m	seed1	128	0.5203558111419383	0.520824931146666
MatchedNgram_WCDCC	pythia	14m	seed1	128	0.5226058701579047	0.522637328704908
MatchedNgram_UCDWiki	pythia	14m	seed1	128	0.5237908985364919	0.5235823624001944
MatchedNgram_WCDWiki	pythia	14m	seed1	128	0.5301547527856394	0.5291499052482598
UnmatchedNgram_UCDCC	pythia	160m	seed7	2	0.0038983014061346744	0.004253864418535036
UnmatchedNgram_WCDCC	pythia	160m	seed7	2	0.003847034535051752	0.003972694971656199
UnmatchedNgram_UCDWiki	pythia	160m	seed7	2	0.0033533236816967182	0.0036738834133945852
UnmatchedNgram_WCDWiki	pythia	160m	seed7	2	0.003563395128070468	0.0038210983702178236
MatchedNgram_UCDCC	pythia	160m	seed7	2	0.003557475315555947	0.0033722441298279504
MatchedNgram_WCDCC	pythia	160m	seed7	2	0.003455249471748356	0.0029926936526298853
MatchedNgram_UCDWiki	pythia	160m	seed7	2	0.0027685734709079757	0.0026122071378911205
MatchedNgram_WCDWiki	pythia	160m	seed7	2	0.002946616590339901	0.002677842149909071
UnmatchedNgram_UCDCC	pythia	70m	seed2	4000	0.6835736298151625	0.6849554627931229
UnmatchedNgram_WCDCC	pythia	70m	seed2	4000	0.6837192640430144	0.6853916443618647
UnmatchedNgram_UCDWiki	pythia	70m	seed2	4000	0.6944339680169709	0.6952491859415035
UnmatchedNgram_WCDWiki	pythia	70m	seed2	4000	0.692761226331337	0.6941331505571118
MatchedNgram_UCDCC	pythia	70m	seed2	4000	0.6818085968719643	0.6840029647182153
MatchedNgram_WCDCC	pythia	70m	seed2	4000	0.6824588729320444	0.6849982904540456
MatchedNgram_UCDWiki	pythia	70m	seed2	4000	0.690671048857795	0.6925780251621486
MatchedNgram_WCDWiki	pythia	70m	seed2	4000	0.6904710396483129	0.6926341189571519
UnmatchedNgram_UCDCC	pythia	160m	seed8	256	0.8681187554595098	0.8678541788965597
UnmatchedNgram_WCDCC	pythia	160m	seed8	256	0.8698777125767962	0.8698192942375538
UnmatchedNgram_UCDWiki	pythia	160m	seed8	256	0.8654196398108127	0.865285644559746
UnmatchedNgram_WCDWiki	pythia	160m	seed8	256	0.8664754005397799	0.8664447431434962
MatchedNgram_UCDCC	pythia	160m	seed8	256	0.8783337200328941	0.8787689349503087
MatchedNgram_WCDCC	pythia	160m	seed8	256	0.880494364359186	0.8811237139701555
MatchedNgram_UCDWiki	pythia	160m	seed8	256	0.8752517964289548	0.8759136966426949
MatchedNgram_WCDWiki	pythia	160m	seed8	256	0.876453030859111	0.8771714372099807
UnmatchedNgram_UCDCC	pythia	160m	seed6	16	0.44809307557478495	0.4440140199537599
UnmatchedNgram_WCDCC	pythia	160m	seed6	16	0.44705523971795547	0.44275961831462707
UnmatchedNgram_UCDWiki	pythia	160m	seed6	16	0.45820990334596157	0.4531210219876681
UnmatchedNgram_WCDWiki	pythia	160m	seed6	16	0.46263791445477764	0.45744841598061026
MatchedNgram_UCDCC	pythia	160m	seed6	16	0.4633899477978648	0.46035287705882
MatchedNgram_WCDCC	pythia	160m	seed6	16	0.4627179104751006	0.4595091288856593
MatchedNgram_UCDWiki	pythia	160m	seed6	16	0.47225775365257905	0.4685118459090548
MatchedNgram_WCDWiki	pythia	160m	seed6	16	0.47652620398860623	0.4726978896848346
UnmatchedNgram_UCDCC	pythia	70m	seed9	16	0.2752438384294218	0.27107896553829525
UnmatchedNgram_WCDCC	pythia	70m	seed9	16	0.27571197194393016	0.2712196054540581
UnmatchedNgram_UCDWiki	pythia	70m	seed9	16	0.28301789326342064	0.2793386121096655
UnmatchedNgram_WCDWiki	pythia	70m	seed9	16	0.28713849702451	0.2834315413294488
MatchedNgram_UCDCC	pythia	70m	seed9	16	0.28248797227386857	0.27988193716301446
MatchedNgram_WCDCC	pythia	70m	seed9	16	0.28308554483500714	0.28024756480548463
MatchedNgram_UCDWiki	pythia	70m	seed9	16	0.289309070752496	0.28754801908581384
MatchedNgram_WCDWiki	pythia	70m	seed9	16	0.29328885559788187	0.29163949004419776
UnmatchedNgram_UCDCC	pythia	31m	seed7	1000	0.755489133614963	0.7574788561163366
UnmatchedNgram_WCDCC	pythia	31m	seed7	1000	0.7582202316371234	0.7601825534504569
UnmatchedNgram_UCDWiki	pythia	31m	seed7	1000	0.7588329519290409	0.7610954196188262
UnmatchedNgram_WCDWiki	pythia	31m	seed7	1000	0.7612111662203263	0.763559195373614
MatchedNgram_UCDCC	pythia	31m	seed7	1000	0.7466110880421919	0.748125830092968
MatchedNgram_WCDCC	pythia	31m	seed7	1000	0.7501045128270942	0.751644386810487
MatchedNgram_UCDWiki	pythia	31m	seed7	1000	0.7475554743368948	0.749558071065271
MatchedNgram_WCDWiki	pythia	31m	seed7	1000	0.7510287925547702	0.752963737049456
UnmatchedNgram_UCDCC	pythia	70m	seed6	2000	0.6848908721829385	0.6861378757183205
UnmatchedNgram_WCDCC	pythia	70m	seed6	2000	0.6860887046697128	0.6875746651744079
UnmatchedNgram_UCDWiki	pythia	70m	seed6	2000	0.6954315254091671	0.6960862736489511
UnmatchedNgram_WCDWiki	pythia	70m	seed6	2000	0.6956288837884053	0.6968167893025565
MatchedNgram_UCDCC	pythia	70m	seed6	2000	0.6804917512876856	0.6819050118298555
MatchedNgram_WCDCC	pythia	70m	seed6	2000	0.6822125552531877	0.6839371309297939
MatchedNgram_UCDWiki	pythia	70m	seed6	2000	0.689160448683635	0.6902533072265946
MatchedNgram_WCDWiki	pythia	70m	seed6	2000	0.6907679385924852	0.6921307689643996
UnmatchedNgram_UCDCC	pythia	70m	seed6	32	0.4031647802643695	0.396515707255211
UnmatchedNgram_WCDCC	pythia	70m	seed6	32	0.4037462261195235	0.39660443065637385
UnmatchedNgram_UCDWiki	pythia	70m	seed6	32	0.4114592091381428	0.4043242745773705
UnmatchedNgram_WCDWiki	pythia	70m	seed6	32	0.41975198208315956	0.41255188051431857
MatchedNgram_UCDCC	pythia	70m	seed6	32	0.4143269609575311	0.4081994590248105
MatchedNgram_WCDCC	pythia	70m	seed6	32	0.4152146624391806	0.40856367480831635
